Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
38577638,"$35,000","$35,000",16.49%,1.00%,"February 3, 2015","January 16, 2018","January 16, 2020",$0,MORTGAGE,"$6,083 / month",37.48%,4 years ,490xx,N/a,N/a,N/a,president,N/a,715-719,0,01/1991,$0.00,23,0,45,n/a,"$26,751.00",0,54.60%,n/a,2
38578037,"$9,800","$9,800",6.03%,1.00%,"January 29, 2015","January 17, 2018","January 17, 2020",$0,MORTGAGE,"$14,417 / month",9.07%,10+ years ,457xx,N/a,N/a,N/a,Sr. Vice President,N/a,755-759,0,06/1997,$0.00,10,0,18,n/a,"$14,154.00",0,49.30%,n/a,1
38578895,"$15,000","$15,000",17.14%,1.00%,"February 3, 2015","February 13, 2018","February 13, 2020",$0,MORTGAGE,"$8,667 / month",11.17%,< 1 year ,778xx,N/a,N/a,N/a,Recruiter,N/a,675-679,0,04/2003,$0.00,14,0,30,44,"$23,288.00",0,61.60%,n/a,2
38586872,"$25,000","$25,000",11.44%,1.00%,"January 29, 2015","January 14, 2020","January 14, 2020",$0,RENT,"$6,583 / month",22.00%,6 years ,068xx,N/a,N/a,N/a,Literacy Specialist,N/a,700-704,0,05/1997,$0.00,25,3,59,12,"$32,947.00",0,61.20%,n/a,0
38589249,"$13,000","$13,000",6.99%,1.00%,"January 29, 2015","February 9, 2018","February 9, 2020",$0,OWN,"$5,000 / month",28.61%,< 1 year ,112xx,N/a,N/a,N/a,BOOKKEEPER,N/a,680-684,1,04/1986,$37.00,35,1,61,1,"$14,676.00",0,17.00%,n/a,0
38589988,"$6,175","$6,175",14.31%,1.00%,"January 29, 2015","February 10, 2018","February 10, 2020",$0,OWN,"$5,417 / month",12.02%,10+ years ,180xx,N/a,N/a,N/a,Driver,N/a,670-674,0,03/2002,$0.00,7,0,18,61,"$1,481.00",1,31.00%,104,1
38596289,"$23,000","$23,000",10.49%,1.00%,"February 2, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$4,583 / month",16.98%,1 year ,334xx,N/a,N/a,N/a,Yard Foreman,N/a,680-684,0,04/1989,$0.00,30,0,44,n/a,"$12,462.00",0,18.00%,n/a,0
38599004,"$20,000","$20,000",12.39%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$4,583 / month",19.94%,9 years ,604xx,N/a,N/a,N/a,Customer Service,N/a,695-699,0,06/2006,$0.00,12,0,25,59,"$10,331.00",0,74.30%,n/a,0
38599043,"$35,000","$35,000",8.67%,1.00%,"February 2, 2015","January 19, 2018","January 19, 2020",$0,MORTGAGE,"$16,333 / month",15.74%,1 year ,554xx,N/a,N/a,N/a,OWNER,N/a,740-744,0,06/1998,$0.00,11,0,22,n/a,"$136,263.00",0,75.80%,n/a,1
38604822,"$6,800","$6,800",13.66%,1.00%,"January 28, 2015","January 12, 2018","January 12, 2020",$0,RENT,"$3,750 / month",20.16%,4 years ,109xx,N/a,N/a,N/a,Skills Acquisition Specialist,N/a,710-714,0,08/2007,$0.00,43,0,57,75,"$11,189.00",0,15.60%,n/a,0
38605724,"$15,000","$15,000",9.49%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$5,917 / month",10.26%,3 years ,928xx,N/a,N/a,N/a,Teacher,N/a,665-669,0,09/2005,$0.00,17,0,26,n/a,"$19,498.00",0,54.80%,n/a,1
38607774,"$4,400","$4,400",9.49%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$5,500 / month",28.76%,7 years ,852xx,N/a,N/a,N/a,Customer Service,N/a,665-669,0,07/2001,$0.00,11,0,23,n/a,"$40,174.00",0,65.40%,n/a,0
38609962,"$10,775","$10,775",11.44%,1.00%,"February 3, 2015","February 13, 2018","February 13, 2020",$0,MORTGAGE,"$6,750 / month",19.81%,< 1 year ,300xx,N/a,N/a,N/a,System Analyst,N/a,695-699,0,03/1993,$0.00,14,0,33,37,"$28,318.00",0,68.40%,n/a,2
38610325,"$22,775","$22,775",25.83%,1.00%,"February 2, 2015","January 20, 2020","January 20, 2020",$0,MORTGAGE,"$5,000 / month",17.18%,10+ years ,070xx,N/a,N/a,N/a,Teacher,N/a,720-724,0,05/2001,$0.00,11,0,21,n/a,"$35,056.00",0,44.60%,n/a,1
38616628,"$11,200","$11,200",16.49%,1.00%,"January 28, 2015","January 29, 2020","January 29, 2020",$0,MORTGAGE,"$2,901 / month",16.37%,n/a,890xx,N/a,N/a,N/a,n/a,N/a,660-664,0,07/1979,$0.00,7,0,37,28,"$5,799.00",0,92.00%,n/a,1
38628523,"$20,000","$20,000",12.99%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,MORTGAGE,"$7,833 / month",28.35%,10+ years ,559xx,N/a,N/a,N/a,Revenue Analyst,N/a,680-684,0,11/2000,$0.00,14,0,45,57,"$43,752.00",0,86.10%,n/a,0
38628672,"$16,500","$16,500",9.49%,1.00%,"February 2, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$3,750 / month",12.96%,2 years ,560xx,N/a,N/a,N/a,owner,N/a,730-734,0,07/1998,$0.00,11,0,23,n/a,"$27,341.00",0,45.70%,n/a,1
38629776,"$6,600","$6,600",13.66%,1.00%,"January 28, 2015","January 20, 2018","January 20, 2020",$0,RENT,"$1,583 / month",24.26%,n/a,286xx,N/a,N/a,N/a,n/a,N/a,685-689,0,02/2000,$0.00,14,0,18,39,"$7,700.00",1,46.40%,70,1
38630273,"$35,000","$35,000",21.99%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,MORTGAGE,"$7,583 / month",18.20%,4 years ,125xx,N/a,N/a,N/a,Legal Secretary,N/a,670-674,0,11/1997,$0.00,27,0,38,n/a,"$23,637.00",1,42.40%,83,4
38630459,"$11,825","$11,825",15.99%,1.00%,"January 28, 2015","January 21, 2018","January 21, 2020",$0,RENT,"$20,833 / month",3.17%,10+ years ,941xx,N/a,N/a,N/a,Branch manager,N/a,715-719,0,07/1997,$0.00,7,0,10,n/a,"$1,024.00",2,15.10%,41,2
38630593,"$29,500","$29,500",16.49%,1.00%,"February 3, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$5,417 / month",27.07%,< 1 year ,553xx,N/a,N/a,N/a,owner,N/a,680-684,0,02/1987,$0.00,22,0,45,n/a,"$114,621.00",0,40.10%,n/a,3
38634162,"$24,000","$24,000",8.67%,1.00%,"February 3, 2015","February 13, 2018","February 13, 2020",$0,MORTGAGE,"$17,500 / month",15.63%,9 years ,057xx,N/a,N/a,N/a,Vice President Global Operations,N/a,680-684,0,05/1990,$0.00,11,1,27,21,"$103,898.00",0,96.10%,n/a,0
38636400,"$30,000","$30,000",9.49%,1.00%,"February 2, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$7,500 / month",14.69%,< 1 year ,787xx,N/a,N/a,N/a,Digital Marketing Manager,N/a,680-684,0,08/2001,$0.00,16,2,29,17,"$31,454.00",0,66.10%,n/a,0
38637074,"$12,000","$12,000",6.99%,1.00%,"January 29, 2015","February 10, 2018","February 10, 2020",$0,MORTGAGE,"$10,000 / month",19.44%,10+ years ,463xx,N/a,N/a,N/a,Professor,N/a,780-784,0,12/1984,$0.00,19,0,34,n/a,"$13,935.00",0,14.30%,n/a,0
38638248,"$15,000","$15,000",12.39%,1.00%,"January 28, 2015","February 10, 2018","February 10, 2020",$0,RENT,"$6,000 / month",16.42%,10+ years ,086xx,N/a,N/a,N/a,analyst,N/a,670-674,0,02/1998,$0.00,21,0,35,25,"$26,449.00",0,62.90%,n/a,0
38638523,"$7,600","$7,600",12.39%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$5,583 / month",22.62%,10+ years ,168xx,N/a,N/a,N/a,Financial Administrator,N/a,690-694,0,05/2000,$0.00,21,0,49,25,"$32,037.00",0,51.80%,n/a,0
38639496,"$20,000","$20,000",9.49%,1.00%,"February 3, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$6,250 / month",8.95%,10+ years ,064xx,N/a,N/a,N/a,Owner,N/a,670-674,0,12/1990,$0.00,11,0,24,44,"$25,599.00",0,67.20%,n/a,0
38640456,"$35,000","$35,000",7.49%,1.00%,"January 28, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$12,083 / month",20.64%,6 years ,750xx,N/a,N/a,N/a,President,N/a,710-714,0,09/1991,$0.00,11,0,22,n/a,"$83,443.00",0,55.90%,n/a,0
38647029,"$25,200","$25,200",11.44%,1.00%,"January 27, 2015","January 15, 2020","January 15, 2020",$0,MORTGAGE,"$8,008 / month",20.38%,10+ years ,757xx,N/a,N/a,N/a,"Relief Forman,Mobile Equip.Operator",N/a,685-689,0,10/1999,$0.00,19,0,42,39,"$20,604.00",0,68.90%,n/a,0
38647381,"$35,000","$35,000",17.86%,1.00%,"January 29, 2015","January 16, 2020","January 16, 2020",$0,MORTGAGE,"$6,250 / month",5.84%,4 years ,150xx,N/a,N/a,N/a,Corporate Safety Instructior,N/a,660-664,0,06/1987,$0.00,7,0,18,31,"$3,912.00",0,31.30%,n/a,1
38647592,"$11,375","$11,375",19.99%,1.00%,"February 2, 2015","February 4, 2020","February 4, 2020",$0,RENT,"$2,500 / month",23.83%,3 years ,968xx,N/a,N/a,N/a,Server,N/a,685-689,0,01/2008,$0.00,4,0,8,n/a,"$5,351.00",0,97.10%,n/a,0
38648263,"$20,000","$20,000",13.66%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,OWN,"$5,167 / month",28.84%,10+ years ,551xx,N/a,N/a,N/a,Finance Supervisor,N/a,680-684,0,11/1995,$0.00,16,0,39,n/a,"$22,222.00",1,54.00%,79,2
38655143,"$35,000","$35,000",21.99%,1.00%,"January 28, 2015","February 11, 2020","February 11, 2020",$0,MORTGAGE,"$7,667 / month",18.13%,10+ years ,087xx,N/a,N/a,N/a,Adv Dist Spec - Supv,N/a,690-694,0,11/2001,$0.00,8,0,16,63,"$23,831.00",0,93.50%,n/a,0
38655889,"$16,800","$16,800",15.59%,1.00%,"February 2, 2015","February 10, 2020","February 10, 2020",$0,RENT,"$4,917 / month",33.38%,n/a,926xx,N/a,N/a,N/a,n/a,N/a,705-709,0,02/2006,$0.00,7,0,31,n/a,"$5,573.00",1,42.90%,111,3
38656169,"$4,000","$4,000",13.66%,1.00%,"February 3, 2015","February 3, 2018","February 3, 2020",$0,RENT,"$2,000 / month",11.80%,< 1 year ,805xx,N/a,N/a,N/a,Laborer/driver,N/a,660-664,0,07/2005,$0.00,9,0,13,40,"$4,449.00",0,47.30%,n/a,1
38658438,"$35,000","$35,000",21.99%,1.00%,"January 27, 2015","February 4, 2020","February 4, 2020",$0,MORTGAGE,"$8,333 / month",27.78%,10+ years ,553xx,N/a,N/a,N/a,plumbing supt.,N/a,675-679,0,02/2003,$0.00,21,0,42,n/a,"$36,112.00",0,90.10%,n/a,3
38658499,"$17,875","$17,875",17.14%,1.00%,"January 30, 2015","January 19, 2020","January 19, 2020",$0,MORTGAGE,"$3,000 / month",17.48%,1 year ,597xx,N/a,N/a,N/a,Manager,N/a,710-714,0,09/1991,$0.00,5,0,13,n/a,"$18,607.00",1,91.20%,28,0
38658709,"$12,000","$12,000",19.99%,1.00%,"February 3, 2015","February 13, 2020","February 13, 2020",$0,MORTGAGE,"$5,250 / month",21.58%,4 years ,880xx,N/a,N/a,N/a,Certified Public Accountant,N/a,660-664,0,02/2004,$0.00,24,1,62,15,"$7,857.00",1,86.30%,58,0
38658988,"$24,300","$24,300",16.49%,1.00%,"January 29, 2015","February 2, 2020","February 2, 2020",$0,MORTGAGE,"$10,833 / month",4.18%,10+ years ,780xx,N/a,N/a,N/a,Sales Manager,N/a,705-709,0,11/2001,$0.00,7,0,10,n/a,"$30,210.00",0,97.50%,n/a,0
38676168,"$14,225","$14,225",19.99%,1.00%,"January 30, 2015","February 6, 2020","February 6, 2020",$0,MORTGAGE,"$2,833 / month",24.12%,10+ years ,163xx,N/a,N/a,N/a,stocker,N/a,670-674,0,11/1998,$0.00,5,1,19,23,"$4,608.00",0,66.80%,n/a,0
38697565,"$28,000","$28,000",6.49%,1.00%,"January 29, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$9,458 / month",12.50%,2 years ,652xx,N/a,N/a,N/a,Vice President,N/a,740-744,0,08/1997,$0.00,17,0,42,n/a,"$31,546.00",0,28.10%,n/a,1
38697997,"$35,000","$35,000",9.49%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,MORTGAGE,"$6,833 / month",21.28%,10+ years ,350xx,N/a,N/a,N/a,Computer Tech,N/a,705-709,0,03/1998,$0.00,12,0,35,n/a,"$15,635.00",0,44.00%,n/a,0
38699088,"$21,000","$21,000",15.59%,1.00%,"January 29, 2015","January 31, 2018","January 31, 2020",$0,MORTGAGE,"$10,833 / month",25.33%,10+ years ,495xx,N/a,N/a,N/a,Pharmacist,N/a,675-679,0,06/1994,$0.00,20,0,42,56,"$41,356.00",0,78.30%,n/a,1
38700138,"$14,000","$14,000",10.49%,1.00%,"January 30, 2015","February 3, 2018","February 3, 2020",$0,MORTGAGE,"$16,667 / month",11.61%,10+ years ,950xx,N/a,N/a,N/a,Wealth Manager,N/a,695-699,0,11/1993,$0.00,7,0,17,n/a,"$105,009.00",0,72.00%,n/a,1
38700155,"$11,900","$11,900",13.66%,1.00%,"January 28, 2015","February 10, 2018","February 10, 2020",$0,MORTGAGE,"$6,375 / month",16.99%,10+ years ,207xx,N/a,N/a,N/a,Support Services Specialist,N/a,695-699,0,12/1992,$0.00,8,1,22,23,"$4,496.00",1,51.70%,99,0
38710241,"$11,000","$11,000",14.31%,1.00%,"January 30, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$4,417 / month",24.48%,10+ years ,553xx,N/a,N/a,N/a,Foreman,N/a,715-719,0,07/1989,$0.00,12,0,13,n/a,"$20,967.00",0,58.10%,n/a,0
38732152,"$15,750","$15,750",12.99%,1.00%,"February 2, 2015","February 6, 2018","February 6, 2020",$0,MORTGAGE,"$12,500 / month",7.28%,4 years ,921xx,N/a,N/a,N/a,Director,N/a,690-694,0,05/1985,$0.00,7,3,10,5,$25.00,0,0.50%,n/a,2
38732249,"$35,000","$35,000",10.49%,1.00%,"February 3, 2015","February 11, 2020","February 11, 2020",$0,RENT,"$8,333 / month",28.26%,5 years ,930xx,N/a,N/a,N/a,Branch Manager,N/a,710-714,0,10/2000,$0.00,15,0,30,n/a,"$49,859.00",0,80.90%,n/a,0
38752509,"$30,000","$30,000",10.49%,1.00%,"January 30, 2015","January 22, 2018","January 22, 2020",$0,MORTGAGE,"$10,000 / month",12.32%,8 years ,851xx,N/a,N/a,N/a,president,N/a,725-729,0,05/1992,$0.00,11,0,25,n/a,"$35,453.00",0,51.20%,n/a,2
38762145,"$8,875","$8,875",17.14%,1.00%,"January 29, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$4,000 / month",30.65%,4 years ,180xx,N/a,N/a,N/a,Table games dealer,N/a,680-684,0,09/2002,$0.00,20,0,33,71,"$12,466.00",0,44.20%,n/a,2
38772442,"$15,000","$15,000",12.39%,1.00%,"January 28, 2015","January 21, 2018","January 21, 2020",$0,OWN,"$3,125 / month",27.75%,4 years ,945xx,N/a,N/a,N/a,Salesman,N/a,660-664,0,03/1991,$0.00,12,1,25,12,"$14,237.00",0,75.30%,n/a,1
38832256,"$10,000","$10,000",17.14%,1.00%,"January 30, 2015","February 9, 2020","February 9, 2020",$0,MORTGAGE,"$3,333 / month",26.01%,10+ years ,570xx,N/a,N/a,N/a,Teacher,N/a,730-734,0,01/1990,$0.00,8,0,11,n/a,"$35,769.00",0,92.40%,n/a,0
38832509,"$15,000","$15,000",17.86%,1.00%,"February 2, 2015","February 12, 2020","February 12, 2020",$0,MORTGAGE,"$5,250 / month",16.50%,n/a,856xx,N/a,N/a,N/a,n/a,N/a,690-694,0,02/1988,$0.00,6,0,23,45,"$16,581.00",0,90.60%,n/a,0
38872380,"$14,000","$14,000",6.99%,1.00%,"January 28, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$2,750 / month",16.91%,4 years ,641xx,N/a,N/a,N/a,Service Technician,N/a,705-709,0,01/1999,$0.00,12,0,22,40,"$22,955.00",0,54.70%,n/a,0
38872479,"$7,625","$7,625",13.66%,1.00%,"January 29, 2015","February 10, 2018","February 10, 2020",$0,MORTGAGE,"$4,879 / month",27.57%,10+ years ,199xx,N/a,N/a,N/a,Paramedic,N/a,705-709,0,01/2001,$0.00,5,0,13,81,"$14,092.00",0,82.90%,n/a,0
38892170,"$4,675","$4,675",15.99%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$4,333 / month",10.04%,< 1 year ,890xx,N/a,N/a,N/a,radiologic technologist,N/a,665-669,0,06/1994,$0.00,4,0,22,n/a,$999.00,1,33.00%,68,1
38892236,"$6,000","$6,000",10.49%,1.00%,"February 2, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$4,000 / month",9.58%,3 years ,076xx,N/a,N/a,N/a,manager,N/a,670-674,0,12/2001,$0.00,7,0,15,n/a,"$2,402.00",1,31.60%,51,0
38902371,"$12,000","$12,000",12.39%,1.00%,"January 30, 2015","February 11, 2018","February 11, 2020",$0,RENT,"$5,833 / month",15.22%,10+ years ,601xx,N/a,N/a,N/a,Program director,N/a,670-674,0,12/2000,$0.00,11,1,36,19,"$6,191.00",0,28.30%,n/a,2
39008242,"$20,000","$20,000",15.99%,1.00%,"January 28, 2015","January 22, 2020","January 22, 2020",$0,OWN,"$10,000 / month",10.03%,3 years ,324xx,N/a,N/a,N/a,Engineer,N/a,685-689,0,10/1997,$0.00,5,0,10,n/a,"$21,250.00",0,98.80%,n/a,0
39008289,"$28,000","$28,000",14.99%,1.00%,"February 2, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$7,667 / month",34.34%,1 year ,641xx,N/a,N/a,N/a,Architect,N/a,710-714,0,08/1996,$0.00,18,0,36,n/a,"$47,061.00",0,86.40%,n/a,0
39098326,"$21,000","$21,000",6.49%,1.00%,"February 2, 2015","February 11, 2018","February 11, 2020",$0,MORTGAGE,"$18,750 / month",18.98%,8 years ,891xx,N/a,N/a,N/a,attorney,N/a,725-729,0,02/1999,$0.00,14,0,34,37,"$9,299.00",0,20.30%,n/a,2
39108293,"$10,000","$10,000",12.39%,1.00%,"January 28, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$3,750 / month",10.80%,1 year ,934xx,N/a,N/a,N/a,Project Engineer,N/a,675-679,0,04/1996,$0.00,4,0,12,n/a,"$2,606.00",1,66.00%,82,2
39108498,"$35,000","$35,000",19.99%,1.00%,"January 30, 2015","January 22, 2020","January 22, 2020",$0,RENT,"$14,000 / month",31.61%,10+ years ,968xx,N/a,N/a,N/a,CEO,N/a,695-699,0,04/1991,$0.00,11,0,42,25,"$12,424.00",3,43.10%,31,1
39118259,"$15,000","$15,000",10.49%,1.00%,"February 3, 2015","January 22, 2018","January 22, 2020",$0,MORTGAGE,"$7,917 / month",4.83%,5 years ,774xx,N/a,N/a,N/a,COMMUNITY LIAISON,N/a,670-674,0,11/2001,$0.00,6,3,24,13,"$10,066.00",0,81.80%,n/a,0
39118285,"$9,600","$9,600",10.49%,1.00%,"January 29, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$6,667 / month",5.94%,10+ years ,852xx,N/a,N/a,N/a,technician,N/a,670-674,0,02/1995,$0.00,11,0,30,80,"$11,832.00",1,63.30%,55,2
39148216,"$12,500","$12,500",11.99%,1.00%,"January 28, 2015","February 4, 2018","February 4, 2020",$0,RENT,"$2,083 / month",11.91%,5 years ,900xx,N/a,N/a,N/a,manager,N/a,690-694,0,06/2002,$0.00,7,0,16,57,"$7,320.00",0,42.30%,n/a,0
39148240,"$11,300","$11,300",19.99%,1.00%,"February 2, 2015","February 11, 2020","February 11, 2020",$0,MORTGAGE,"$4,833 / month",13.10%,10+ years ,660xx,N/a,N/a,N/a,Registered Nurse,N/a,670-674,0,05/2000,$0.00,7,0,15,45,"$5,259.00",0,73.00%,n/a,1
39148409,"$5,000","$5,000",10.49%,1.00%,"February 2, 2015","February 11, 2018","February 11, 2020",$0,RENT,"$10,000 / month",3.12%,5 years ,951xx,N/a,N/a,N/a,System Analyst,N/a,765-769,0,02/2010,$0.00,5,1,12,13,$217.00,0,1.70%,n/a,0
39158229,"$25,000","$25,000",23.99%,1.00%,"January 28, 2015","February 5, 2020","February 5, 2020",$0,MORTGAGE,"$5,846 / month",20.44%,n/a,903xx,N/a,N/a,N/a,n/a,N/a,660-664,0,07/2001,$0.00,14,0,38,38,"$12,770.00",1,73.70%,56,0
39188206,"$10,000","$10,000",13.66%,1.00%,"February 2, 2015","February 8, 2020","February 8, 2020",$0,MORTGAGE,"$1,917 / month",7.46%,3 years ,532xx,N/a,N/a,N/a,Teaching Aide,N/a,665-669,0,03/1989,$0.00,8,5,18,3,"$5,986.00",0,38.40%,n/a,1
39239169,"$5,000","$5,000",14.31%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$2,442 / month",19.05%,10+ years ,334xx,N/a,N/a,N/a,Front Desk ,N/a,685-689,0,04/2002,$0.00,6,0,13,n/a,"$7,590.00",0,80.70%,n/a,1
39240369,"$2,000","$2,000",15.59%,1.00%,"January 28, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$2,250 / month",13.42%,< 1 year ,104xx,N/a,N/a,N/a,Store Detective,N/a,660-664,0,06/2007,$0.00,3,0,6,n/a,"$3,653.00",0,101.50%,n/a,0
39240719,"$10,000","$10,000",11.44%,1.00%,"January 28, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$3,167 / month",29.12%,1 year ,622xx,N/a,N/a,N/a,Assistant Superintendent,N/a,660-664,0,04/2002,$0.00,16,0,40,55,"$15,397.00",0,62.10%,n/a,2
39249244,"$28,000","$28,000",12.99%,1.00%,"January 28, 2015","February 1, 2018","February 1, 2020",$0,MORTGAGE,"$29,167 / month",16.64%,10+ years ,117xx,N/a,N/a,N/a,business manager ,N/a,695-699,0,02/1988,$0.00,16,0,28,n/a,"$95,654.00",0,61.00%,n/a,0
39249510,"$31,100","$31,100",22.99%,1.00%,"January 28, 2015","January 23, 2018","January 23, 2020",$0,OWN,"$6,833 / month",28.07%,10+ years ,315xx,N/a,N/a,N/a,Administrator,N/a,660-664,0,05/1994,$0.00,21,0,90,66,"$35,651.00",1,71.30%,58,2
39249547,"$3,400","$3,400",15.59%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$3,167 / month",30.42%,10+ years ,919xx,N/a,N/a,N/a,Student Program Facilitator,N/a,670-674,0,01/1982,$0.00,10,1,43,n/a,"$13,184.00",1,90.00%,54,4
39249780,"$16,000","$16,000",15.59%,1.00%,"January 28, 2015","February 10, 2020","February 10, 2020",$0,RENT,"$6,250 / month",23.57%,10+ years ,322xx,N/a,N/a,N/a,recruiter,N/a,705-709,0,01/2002,$0.00,11,0,27,n/a,"$14,205.00",0,67.60%,n/a,0
39259336,"$11,775","$11,775",17.86%,1.00%,"January 27, 2015","February 4, 2018","February 4, 2020",$0,MORTGAGE,"$2,773 / month",16.34%,10+ years ,142xx,N/a,N/a,N/a,Office Manager,N/a,715-719,0,10/1983,$0.00,19,0,28,35,"$3,406.00",0,10.30%,n/a,3
39269253,"$35,000","$35,000",16.49%,1.00%,"February 2, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$7,500 / month",10.15%,< 1 year ,281xx,N/a,N/a,N/a,Senior Internal Auditor,N/a,670-674,0,12/1997,$0.00,15,0,33,38,"$10,740.00",0,33.30%,n/a,2
39269399,"$20,000","$20,000",9.49%,1.00%,"January 30, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$8,750 / month",7.11%,9 years ,894xx,N/a,N/a,N/a,mechanic,N/a,680-684,0,11/2002,$0.00,10,1,19,15,"$17,522.00",0,70.70%,n/a,0
39270314,"$5,000","$5,000",7.49%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,RENT,"$4,083 / month",18.30%,1 year ,953xx,N/a,N/a,N/a,Operations Supervisor,N/a,665-669,0,02/2002,$0.00,6,1,19,6,"$4,861.00",0,51.20%,n/a,1
39270409,"$10,000","$10,000",6.49%,1.00%,"February 3, 2015","January 26, 2018","January 26, 2020",$0,OWN,"$10,833 / month",7.51%,4 years ,982xx,N/a,N/a,N/a,FF/Paramedic,N/a,820-824,0,01/1991,$0.00,6,0,11,n/a,"$6,750.00",0,13.00%,n/a,1
39280292,"$20,000","$20,000",13.66%,1.00%,"February 3, 2015","February 13, 2018","February 13, 2020",$0,MORTGAGE,"$8,083 / month",19.89%,< 1 year ,483xx,N/a,N/a,N/a,Firewall administrator,N/a,695-699,0,03/1986,$0.00,23,0,47,24,"$20,315.00",0,41.50%,n/a,2
39280607,"$20,000","$20,000",12.99%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$6,750 / month",21.96%,10+ years ,370xx,N/a,N/a,N/a,CW2,N/a,670-674,0,10/2005,$0.00,8,0,17,69,"$12,564.00",0,75.20%,n/a,0
39299418,"$7,500","$7,500",19.99%,1.00%,"January 30, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$2,917 / month",6.93%,5 years ,741xx,N/a,N/a,N/a,Owner,N/a,685-689,0,03/2001,$0.00,8,0,9,n/a,"$4,332.00",0,88.40%,n/a,0
39299807,"$23,000","$23,000",12.39%,1.00%,"January 28, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$7,500 / month",23.12%,8 years ,914xx,N/a,N/a,N/a,QA,N/a,660-664,0,05/1999,$0.00,10,0,26,n/a,"$8,485.00",1,77.80%,43,1
39300015,"$10,000","$10,000",17.86%,1.00%,"February 2, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$8,583 / month",12.11%,10+ years ,891xx,N/a,N/a,N/a,Administrator,N/a,660-664,0,11/1993,$0.00,5,3,60,12,$0.00,0,n/a,n/a,0
39300325,"$13,200","$13,200",9.49%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$5,417 / month",4.48%,< 1 year ,760xx,N/a,N/a,N/a,BROKERAGE PRINCIPAL,N/a,730-734,0,11/2004,$0.00,4,0,26,n/a,"$11,045.00",0,49.10%,n/a,0
39300534,"$11,200","$11,200",14.31%,1.00%,"January 30, 2015","February 6, 2020","February 6, 2020",$0,RENT,"$2,875 / month",8.35%,n/a,926xx,N/a,N/a,N/a,n/a,N/a,690-694,0,02/2002,$0.00,5,0,19,72,"$5,602.00",0,68.30%,n/a,1
39309670,"$5,000","$5,000",14.99%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,MORTGAGE,"$2,250 / month",31.11%,1 year ,657xx,N/a,N/a,N/a,Premium Coordinator ,N/a,690-694,0,08/2003,$0.00,14,0,30,n/a,"$13,451.00",0,100.40%,n/a,0
